video_id,video_path,start_time,end_time,text_english,gloss_asl,palabras_en,palabras_asl,ratio_longitud
b8I1ayysoxA,data/b8I1ayysoxA/b8I1ayysoxA.mp4,00:01:29.210,00:01:35.267,How do I take care of myself? I water and prune my plants.,X-I WATER AND PURCHASE X-MY PLANT.?,13,6,0.4615349112699133
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:04:58.300,00:05:04.000,DeafBlind planet. The gift was a frame,GIFT BE FRAME,7,3,0.4285653062099113
k_P5vgMosos,data/k_P5vgMosos/k_P5vgMosos.mp4,00:04:59.480,00:05:02.890,and get some practice with your sign. That would be cool right?,THAT WOULD BE DESC-COLD DESC-RIGHT?,12,5,0.4166631944733794
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:00:23.120,00:00:27.140,"Sorry, it was my dad. He just walked past. He has a strong walk",X-HE HAVE DESC-STRONG WALK PAST.,14,5,0.35714030614067044
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:05:15.820,00:05:19.419,"a hug. Without a doubt,","WITHOUT DOUBT,",5,2,0.3999920001599968
k_P5vgMosos,data/k_P5vgMosos/k_P5vgMosos.mp4,00:05:15.180,00:05:18.250,How are you learning sign language? Why are you? Are you Deaf? Are you hearing?,BE X-YOU DESC-DEAF? LEARN SIGN LANGUAGE?,15,6,0.399997333351111
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:05:35.380,00:05:40.980,and properly cool themselves. The body normally cools itself,BODY DESC-NORMALLY DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-MEATED X-MSELVES,9,4,0.4444395062277086
DesJoWoUrDU,data/DesJoWoUrDU/DesJoWoUrDU.mp4,00:03:08.320,00:03:10.240,the other.,DESC-OR.,2,1,0.49997500124993743
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:05:55.560,00:06:00.390,or other vital organs. Because heat-related deaths,BECAUSE DESC-HEATE-RELATIVE DEATH,7,3,0.4285653062099113
k_P5vgMosos,data/k_P5vgMosos/k_P5vgMosos.mp4,00:06:06.360,00:06:09.300,"So, hopefully check that out. Provide some support",PROVIDE SOME SUPPORT,8,3,0.37499531255859303
k_P5vgMosos,data/k_P5vgMosos/k_P5vgMosos.mp4,00:06:09.320,00:06:12.310,Really appreciate it. See you in the next one. Bye!,BYE! X-YOU IN NEXT ONE.,10,5,0.4999950000499995
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:02:12.820,00:02:20.540,I'm the only deaf in my whole entire family. Who knows how I became deaf?,WHO KNOW HOW X-I BECOME DESC-DEAF?,15,6,0.399997333351111
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:02:30.680,00:02:39.660,"When I was born, I weighted about 5 pounds. Obviously, back then, technology wasn't the best","DESC-OBVIOUSLY, DESC-BACK DESC-N, TECHNOLOGY BE DESC-NOT DESC-BEST",16,7,0.43749726564208974
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:02:41.060,00:02:51.320,"Wow, what such a beautiful baby. Let's name the baby, Alyssa. Dad was in awe how beautiful I turned out",DAM BE IN AWARE HOW DESC-BEAUTIFUL X-I TURN OUT,20,9,0.44999775001125
ydG2zbqG0eQ,data/ydG2zbqG0eQ/ydG2zbqG0eQ.mp4,00:06:04.816,00:06:13.085,Chris: That was a busy day for sure. That NWDAF Festival was great!,THAT NWDAF FRIEND BE DESC-GREAT! DESC-SURE.,13,6,0.4615349112699133
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:06:49.780,00:06:55.980,to the dreaded heat stroke. The Center for Disease Control,CENTER FOR DISEASE CONTROL,10,4,0.39999600003999963
uoW78jFGpMI,data/uoW78jFGpMI/uoW78jFGpMI.mp4,00:06:31.975,00:06:33.783,of the flesh and the enemy.,FLESH AND ENEMY.,6,3,0.49999166680555324
J3Vwe2vZUKg,data/J3Vwe2vZUKg/J3Vwe2vZUKg.mp4,00:07:06.700,00:07:09.900,and others. To learn,TO LEARN,4,2,0.49998750031249223
HAFVPMVWmHM,data/HAFVPMVWmHM/HAFVPMVWmHM.mp4,00:00:06.400,00:00:14.080,I have an announcement about NJAD Awards. There is a list of awards.,DESC-RE BE LIST AWARD. NJAD AWARD.,13,6,0.4615349112699133
0ibHGUofRWQ,data/0ibHGUofRWQ/0ibHGUofRWQ.mp4,00:07:41.000,00:07:47.133,"but we need to try and find new things to do. It can be challenging to find things to do,","X-IT CAN BE CHALLENGE TO FIND THING TO DO,",20,9,0.44999775001125
mYy0o6Ohclg,data/mYy0o6Ohclg/mYy0o6Ohclg.mp4,00:02:18.958,00:02:26.791,"Delaware, Illinois, Indiana, Kentucky, Louisiana, Nevada,","DELAWARE, ILLINOIS, INDIANA, KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY",6,110,18.333027782870285
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:04:17.320,00:04:21.220,"When time went by, hearing aids didn't help. I couldn't really hear at all",X-I COULD DESC-NOT DESC-REALLY HEAR AT ALL,14,7,0.4999964285969386
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:01:17.900,00:01:20.140,Happy Birthday Pretty! *kisses*,KISS X-I?,4,2,0.49998750031249223
0ibHGUofRWQ,data/0ibHGUofRWQ/0ibHGUofRWQ.mp4,00:09:02.600,00:09:16.000,"Also, I make sure I do not eat too much. Overeating isn't healthy!",OVEREEAT BE DESC-NOT DESC-HEALTHY! DESC-TOO DESC-MUCH.,13,6,0.4615349112699133
HAFVPMVWmHM,data/HAFVPMVWmHM/HAFVPMVWmHM.mp4,00:04:25.760,00:04:34.860,"Do not forget to nominate! Notice the form says too late, it is past the deadline. Do not worry!","NOTICE FORM SAY DESC-TOO DESC-LATE, X-IT BE PAST DEADLINE.",19,9,0.47368171746464494
Uo_qsRF9wfs,data/Uo_qsRF9wfs/Uo_qsRF9wfs.mp4,00:02:29.000,00:02:32.540,the attack.,ATTACK.,2,1,0.49997500124993743
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:06:01.900,00:06:06.540,"God, it was a lot. It was hell",X-IT BE HELL,8,3,0.37499531255859303
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:06:15.340,00:06:24.180,I'm working in retail and I'm a photographer. Obviously those two requires a lot of oral,DESC-OBVIOUSLY THOSE TWO REQUIRE LOT DESC-ORAL,16,6,0.37499765626464837
K_rGlaGWKEQ,data/K_rGlaGWKEQ/K_rGlaGWKEQ.mp4,00:02:29.187,00:02:31.187,was He not merely a teacher? a prophet? an exegeter?,EXEGER? DESC-RELATIVE TEACHER?,10,3,0.2999970000299997
HAnq5ykJrM8,data/HAnq5ykJrM8/HAnq5ykJrM8.mp4,00:00:40.340,00:00:43.120,How do you make a submission? It’s easy! Our email is below,X-WE EMAIL BE BELOW?,12,4,0.3333305555787035
8NT8qyRP9FU,data/8NT8qyRP9FU/8NT8qyRP9FU.mp4,00:03:18.500,00:03:20.920,The Gospel of the Lord.,EVANGELIGY HORN.,5,2,0.3999920001599968
K_rGlaGWKEQ,data/K_rGlaGWKEQ/K_rGlaGWKEQ.mp4,00:02:44.322,00:02:46.322,Is He God? Is He sinless? Is He perfect?,IS X-HE DESC-SINLESS?,9,3,0.33332962967078145
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:06:43.200,00:06:49.080,"Around that time, I finally started wearing my CI. About 1-2 years later, I was transferred","ABOUT 1-2 YEAR DESC-LATER, X-I BE TRANSFER",16,7,0.43749726564208974
YdhEJOqLPwg,data/YdhEJOqLPwg/YdhEJOqLPwg.mp4,00:02:29.040,00:02:31.680,How it works is. . .,. WORK BE.,6,3,0.49999166680555324
8Nw9ABhSbvc,data/8Nw9ABhSbvc/8Nw9ABhSbvc.mp4,00:00:18.059,00:00:24.704,"It's a short lesson, better than yesterday. Yesterday: you remember that sign, right?","YESTERDAY: X-YOU REMEMBER THAT SIGN, DESC-RIGHT?",13,6,0.4615349112699133
YdhEJOqLPwg,data/YdhEJOqLPwg/YdhEJOqLPwg.mp4,00:03:18.540,00:03:23.560,That means. . .,..,4,1,0.24999375015624611
K_SvLT8hmk0,data/K_SvLT8hmk0/K_SvLT8hmk0.mp4,00:00:09.305,00:00:11.934,E-N-G-L-A-N-D,E-N G L A-N D,1,5,4.999500049995
YdhEJOqLPwg,data/YdhEJOqLPwg/YdhEJOqLPwg.mp4,00:03:27.920,00:03:30.820,or at least 500 of you. . .,.. DESC-LEAST 500 X-YOU.,8,4,0.499993750078124
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:02:37.680,00:02:39.200,TCS -- they doing a lot.,X-Y DO LOT.,6,3,0.49999166680555324
48lMs6U5n0w,data/48lMs6U5n0w/48lMs6U5n0w.mp4,00:08:09.000,00:08:14.000,and it costs just one dollar. So far the reaction on social media,DESC-SO DESC-FAR REACTION ON DESC-SOCIAL MEDIA,13,6,0.4615349112699133
b8UCLSUSBUo,data/b8UCLSUSBUo/b8UCLSUSBUo.mp4,00:00:08.830,00:00:11.820,We're glad that you're here. Here in the Welcome Center,DESC-HERE IN DESC-WELCOME CENTER,10,4,0.39999600003999963
8Nw9ABhSbvc,data/8Nw9ABhSbvc/8Nw9ABhSbvc.mp4,00:01:44.109,00:01:49.290,Go there. Go there. Come here.,COME DESC-HERE. DESC-RE.,6,3,0.49999166680555324
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:00:10.000,00:00:18.000,Whoa! You see this? What is this? This is MONEY.,THIS BE MONEY. THIS?,10,4,0.39999600003999963
K_SvLT8hmk0,data/K_SvLT8hmk0/K_SvLT8hmk0.mp4,00:00:28.958,00:00:31.426,S-W-E-D-E-N,S-W E D D E N,1,6,5.9994000599940005
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:08:32.720,00:08:39.980,"At that time, it was very small. About 15, less than 20.","ABOUT 15, DESC-LESS THAN 20. DESC-SMALL.",12,6,0.49999583336805525
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:03:02.900,00:03:03.920,Life. But...,BUT...,2,1,0.49997500124993743
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:00:52.500,00:00:56.500,What are these? COINS.,COINS. SE?,4,2,0.49998750031249223
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:00:56.500,00:00:57.500,What are these? COINS.,COINS. SE?,4,2,0.49998750031249223
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:00:57.500,00:01:04.500,COINS is signed with handshape 'F'. Repeat the movement to show plurality.,REPEAT MOVEMENT TO SHOW PLURALITY. F?,12,6,0.49999583336805525
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:09:18.360,00:09:23.440,So I went through so much. I admit through a rebellious phrase,X-I ADMIT THROUGH DESC-REBELOUS PHRASE,12,5,0.4166631944733794
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:09:39.520,00:09:45.560,So yeah my parents and I went through so much. I mean it's amazing,X-I MEAN X-IT BE DESC-AMAZING,14,5,0.35714030614067044
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:02:01.000,00:02:07.500,You see these? These are DOLLARS.,SE BE DOLLARS.,6,3,0.49999166680555324
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:02:09.500,00:02:16.500,Do you want more money? With a lot of zeroes?,WITH LOT ZERO?,10,3,0.2999970000299997
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:02:20.500,00:02:25.000,You see this? Wow! A hundred! ONE-HUNDRED.,ONE HUNDRED. HUNDRED!,7,3,0.4285653062099113
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:10:16.740,00:10:22.780,"My parents decided to back off because I'm an adult now. At that time, I was 18 years old","AT THAT TIME, X-I BE 18 YEAR DESC-OLD",19,8,0.4210504155241288
J4OBhqi3mvE,data/J4OBhqi3mvE/J4OBhqi3mvE.mp4,00:01:41.200,00:01:54.333,I live with family. My father and mother,X-MY FAR AND MOR,8,4,0.499993750078124
0iJ5ac1feUo,data/0iJ5ac1feUo/0iJ5ac1feUo.mp4,00:03:16.180,00:03:17.340,of questions.,QUESTION.,2,1,0.49997500124993743
oyVP3UIxksQ,data/oyVP3UIxksQ/oyVP3UIxksQ.mp4,00:01:16.880,00:01:18.880,time of the crash.,TIME CRASH.,4,2,0.49998750031249223
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:02:48.000,00:02:51.000,Do you see this? This is ONE THOUSAND.,THIS BE ONE THOUSAND.,8,4,0.499993750078124
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:10:27.540,00:10:33.940,That made me feel so much better. Obviously I still wear my CI,DESC-OBVIOUSLY X-I DESC-STILL WEAR X-MY CI,13,6,0.4615349112699133
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:02:57.000,00:03:02.000,"If you want more, just sign the number into the thousand. TWO-THOUSAND. THREE-THOUSAND. FOUR-THOUSAND. Okay?",DESC-THOUSAND. DESC-FOURTHOUSAND. SIGN NUMBER INTO THOUSAND.,15,6,0.399997333351111
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:03:03.500,00:03:07.000,You see this? ONE MILLION. Wow!,ONE MILLION.,6,2,0.3333277778703688
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:03:07.000,00:03:10.000,You see touching the palm twice? Why do we do it twice?,WHY DO X-WE DO X-IT DESC-TWICE?,12,6,0.49999583336805525
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:03:13.000,00:03:18.000,"As you can see, this is for one comma, and the next for the second comma. So, we sign it this way, MILLION.","DESC-SO, X-WE SIGN X-IT THIS WAY, MILLION. NEXT FOR DESC-SECOND COMMA.",23,11,0.47825879017917317
oyVP3UIxksQ,data/oyVP3UIxksQ/oyVP3UIxksQ.mp4,00:02:08.360,00:02:10.080,of the victims.,VICTIM.,3,1,0.3333222225925802
YdhEJOqLPwg,data/YdhEJOqLPwg/YdhEJOqLPwg.mp4,00:07:04.800,00:07:10.200,and what the financial plan is. It's all in there.,X-IT BE ALL IN DESC-RE.,10,5,0.4999950000499995
mYy0o6Ohclg,data/mYy0o6Ohclg/mYy0o6Ohclg.mp4,00:15:35.458,00:15:37.416,the coronavirus.,CORONAVOL.,2,1,0.49997500124993743
J4r8oVbIYe8,data/J4r8oVbIYe8/J4r8oVbIYe8.mp4,00:01:07.080,00:01:21.500,My college experience is unique. In Iowa I went to the University of Northern Iowa. I have a degree already.,X-I HAVE DEGREE DESC-ALREADY. X-I GO TO UNIVERSITY DESC-NORRN IOWA.,20,10,0.49999750001249993
YdiMaJrAOzY,data/YdiMaJrAOzY/YdiMaJrAOzY.mp4,00:00:06.083,00:00:11.166,"It is Friday, January 31. Ready for news?",DESC-READY FOR NEWS?,8,3,0.37499531255859303
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:12:08.180,00:12:12.760,"But at the same time, I'm happy because thank you. I do care about my family",X-I DO CARE ABOUT X-MY FAMILY,16,6,0.37499765626464837
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:12:23.520,00:12:26.900,I felt like I was worthless. Like why am I deaf?,LIKE WHY BE X-I DESC-DEAF?,11,5,0.454541322351615
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:12:30.580,00:12:33.680,They forced me to be a hearing person. Put a mask over my face pretending to be one,PUT MASK OVER X-MY FACE PRETEND TO BE ONE,18,9,0.49999722223765425
hbFfmBX7JWs,data/hbFfmBX7JWs/hbFfmBX7JWs.mp4,00:03:47.300,00:03:52.280,with so many people coming together. It was an impressive event!,X-IT BE DESC-IMPRESSIVE EVENT! DESC-TOGER.,11,5,0.454541322351615
UP-qhL4_qDw,data/UP-qhL4_qDw/UP-qhL4_qDw.mp4,00:02:29.582,00:02:38.291,This was the path he always took. Then suddenly he heard a birdsong.,DESC-N DESC-SUDDENLY X-HE HEAR BIRDING. TAKE.,13,6,0.4615349112699133
J4r8oVbIYe8,data/J4r8oVbIYe8/J4r8oVbIYe8.mp4,00:04:12.040,00:04:23.100,My third goal is a little bit odd. My third goal is to fail.,X-MY DESC-THIRD GOAL BE DESC-LITTLE BIT DESC-ODD.,14,7,0.4999964285969386
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:05:44.820,00:05:48.080,I know 1 memory... nope.. MANY MEMORIES,MANY MEMORIES,7,2,0.28571020413994086
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:05:54.280,00:05:57.420,The Kels,KEL,2,1,0.49997500124993743
oyVP3UIxksQ,data/oyVP3UIxksQ/oyVP3UIxksQ.mp4,00:05:19.540,00:05:20.980,of the FBI.,FBI.,3,1,0.3333222225925802
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:06:08.600,00:06:14.600,You see there's a combination of dollars and cents. So how do we sign these?,DESC-SO HOW DO X-WE SIGN SE?,15,6,0.399997333351111
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:06:12.340,00:06:13.340,We ILY! ILY!,DESC-ILY!,3,1,0.3333222225925802
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:06:48.600,00:06:57.000,"You see this FIVE-DOLLARS, 25¢, 25¢, and 25¢. How much does these amount to?",HOW DESC-MUCH DO SE AMOUNT TO?,14,6,0.4285683673688045
wJ3ThMnz0N8,data/wJ3ThMnz0N8/wJ3ThMnz0N8.mp4,00:14:09.080,00:14:12.220,It will be okay. You'll make it through. It will most definitely get better,X-IT WILL MOST DESC-DEFINITELY GET DESC-BETTER,14,6,0.4285683673688045
UP-qhL4_qDw,data/UP-qhL4_qDw/UP-qhL4_qDw.mp4,00:03:56.069,00:03:58.538,"""Where are you off to?"" the Lady asked.",LADY ASK. OFF TO?,8,4,0.499993750078124
J4V8pBN7Vyo,data/J4V8pBN7Vyo/J4V8pBN7Vyo.mp4,00:01:16.520,00:01:22.760,"At the same time, I'm happy to be done and finished. No more homework, no more!","NO MORE HOMEWORK, NO MORE! DO NOTHING.",16,7,0.43749726564208974
L-10A_noFeI,data/L-10A_noFeI/L-10A_noFeI.mp4,00:08:03.640,00:08:11.760,"Understandably panic ensued with alarms going off and people yelling ""Get out now! Get out now!""",GET OUT DESC-NOW! GO OFF AND PEOPLE YELL!,16,8,0.49999687501953116
DF-tsmq5e8Q,data/DF-tsmq5e8Q/DF-tsmq5e8Q.mp4,00:07:42.600,00:07:52.600,"Okay? Now, you understand how to sign money. Look at that! Ok, good!","LOOK AT THAT, DESC-GOOD! SIGN MONEY.",13,6,0.4615349112699133
J4V8pBN7Vyo,data/J4V8pBN7Vyo/J4V8pBN7Vyo.mp4,00:02:00.920,00:02:07.060,"They've been saying that for the past... I don't know how long. They keep saying next year, next. Will, will.","X-Y KEEP SAY NEXT YEAR, NEXT. WILL. HOW DESC-LONG.",20,9,0.44999775001125
YdiMaJrAOzY,data/YdiMaJrAOzY/YdiMaJrAOzY.mp4,00:05:12.291,00:05:15.458,of the end of the trial.,END TRIAL.,6,2,0.3333277778703688
WJ5PK_12uAI,data/WJ5PK_12uAI/WJ5PK_12uAI.mp4,00:01:46.380,00:01:55.000,"Also, I want to see more from Asia, Africa, East Europe. There's a very small number that's been involved in the past.",DESC-RE BE DESC-VERY DESC-SMALL NUMBER THAT BE INVOLVE IN PAST.,22,10,0.45454338843914344
WJ5PK_12uAI,data/WJ5PK_12uAI/WJ5PK_12uAI.mp4,00:01:57.400,00:02:01.340,"I know for some of you, it's impossible because of money. Yes, but!","DESC-YES, BUT! DESC-IMPOSSIBLE BECAUSE MONEY.",13,5,0.38461242605826107
0INWLJXjBsk,data/0INWLJXjBsk/0INWLJXjBsk.mp4,00:03:45.000,00:03:49.060,Want to know more? Contact us today! Thank you!,THANK X-YOU! MORE?,9,3,0.33332962967078145
J4V8pBN7Vyo,data/J4V8pBN7Vyo/J4V8pBN7Vyo.mp4,00:04:12.720,00:04:18.660,Doing things at Alta Lake. I'm excited for that. A group of friends are going together.,GROUP FRIEND BE GO DESC-TOGER. THAT.,16,6,0.37499765626464837
UP-qhL4_qDw,data/UP-qhL4_qDw/UP-qhL4_qDw.mp4,00:06:18.444,00:06:21.114,"There he saw the Bishop. He asked Juan Diego,","X-HE ASK JANCIO DIOXIDE,",9,4,0.4444395062277086
WJ5PK_12uAI,data/WJ5PK_12uAI/WJ5PK_12uAI.mp4,00:02:42.480,00:02:44.660,Oh yes! Very important!,DESC-VERY DESC-IMPORTANT!,4,2,0.49998750031249223
_NvbaRladuM,data/_NvbaRladuM/_NvbaRladuM.mp4,00:08:09.980,00:08:11.580,And they won! Of course!,COURSE!,5,1,0.1999960000799984
0ISFR5_G2Nk,data/0ISFR5_G2Nk/0ISFR5_G2Nk.mp4,00:00:03.883,00:00:16.115,Do you have a talent? Is there a hidden talent that you have that people don’t know about yet? Would you like to perform?! I get it!!,WOULD X-YOU LIKE TO PERFORM?!,27,5,0.1851844993166692
0ISFR5_G2Nk,data/0ISFR5_G2Nk/0ISFR5_G2Nk.mp4,00:00:28.173,00:00:39.019,"Anyone who signs is welcome! This event is open to all ages. If you have a talent, you are in!","IF X-YOU HAVE TALENT, X-YOU BE IN! AGE.",20,8,0.39999800000999997
0ISFR5_G2Nk,data/0ISFR5_G2Nk/0ISFR5_G2Nk.mp4,00:00:39.019,00:00:44.413,"You can do a solo act, an act with a partner or a group. The stage is yours!","STAGE BE YOURS! ACT, ACT WITH PARTNER OR GROUP.",18,9,0.49999722223765425
J4V8pBN7Vyo,data/J4V8pBN7Vyo/J4V8pBN7Vyo.mp4,00:04:56.080,00:04:59.840,"For the graduations or the conference, or both. Hopefully both.","HOPEFULLY BOTH. CONFERENCE, OR BOTH.",10,5,0.4999950000499995
dffsnvj482I,data/dffsnvj482I/dffsnvj482I.mp4,00:04:23.320,00:04:25.040,a bus.,BUS.,2,1,0.49997500124993743
J4V8pBN7Vyo,data/J4V8pBN7Vyo/J4V8pBN7Vyo.mp4,00:05:35.480,00:05:40.160,"If you want to support me financially, I have Patreon and ko-fi. Subscribe to this channel.",SUBSCRIBE TO THIS CHANNEL. HAVE PATERON AND KOFI?,16,8,0.49999687501953116
48tu-4L5rog,data/48tu-4L5rog/48tu-4L5rog.mp4,00:02:29.900,00:02:33.000,even the color of your shoes. All of that gets involved.,ALL THAT GET INVOLVE. SKY.,11,5,0.454541322351615
UP-qhL4_qDw,data/UP-qhL4_qDw/UP-qhL4_qDw.mp4,00:07:28.214,00:07:34.587,He told me to return in a few days. How will I ever convince him?”,HOW WILL X-I DESC-EVER CONVINCE X-HE?,15,6,0.399997333351111
0ISFR5_G2Nk,data/0ISFR5_G2Nk/0ISFR5_G2Nk.mp4,00:01:51.086,00:01:56.155,So what are you doing?? Get busy rehearsing! Ask friends to get involved! GO! GO! GO! Good Luck!,GO! GO! GO! GO!,18,4,0.22222098766117968
48tu-4L5rog,data/48tu-4L5rog/48tu-4L5rog.mp4,00:02:42.000,00:02:52.100,And they're magical! They have power! Except not really. They still have problems.,X-Y DESC-STILL HAVE PROBLEM. POWER!,13,5,0.38461242605826107
0ivltlK21Ns,data/0ivltlK21Ns/0ivltlK21Ns.mp4,00:00:06.089,00:00:10.969,"It's Thursday, September 19. Ready for the news?",DESC-READY FOR NEWS?,8,3,0.37499531255859303
8OdWDKRJBMI,data/8OdWDKRJBMI/8OdWDKRJBMI.mp4,00:04:08.515,00:04:16.456,"The states are Texas, Louisiana, Indiana, Kentucky,","STATE BE TEXAS, LAVAYE, INDIANA, KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY KY",7,106,15.142640819416865
wjdgNoV0eY8,data/wjdgNoV0eY8/wjdgNoV0eY8.mp4,00:00:03.000,00:00:07.000,Who can contact the ombuds office? Is the ombuds only available for students?,IS OMBUD DESC-ONLY DESC-AVAILABLE FOR STUDENT?,13,6,0.4615349112699133
R4QYmHCCJh4,data/R4QYmHCCJh4/R4QYmHCCJh4.mp4,00:04:26.940,00:04:29.240,So...thank you for watching! Bye! ILY,BYE! DESC-ILY,6,2,0.3333277778703688
48tu-4L5rog,data/48tu-4L5rog/48tu-4L5rog.mp4,00:03:52.000,00:03:56.900,"I was totally fascinated as I read it. I mean, the first part of the book is kind of long and slow.","X-I MEAN, DESC-FIRST PART BOOK BE KIND DESC-LONG AND DESC-SLOW.",22,10,0.45454338843914344
48tu-4L5rog,data/48tu-4L5rog/48tu-4L5rog.mp4,00:03:56.900,00:04:04.900,It focuses on their years at the college and all the work they do. The really exciting things happen near the end.,DESC-REALLY DESC-EXCITING THING HAPPEN NEAR END. WORK X-Y DO.,22,9,0.4090890495952291
SWI4H8_iaJE,data/SWI4H8_iaJE/SWI4H8_iaJE.mp4,00:00:06.306,00:00:11.478,"It is Tuesday, April 23. Ready for news?",DESC-READY FOR NEWS?,8,3,0.37499531255859303
hbFfmBX7JWs,data/hbFfmBX7JWs/hbFfmBX7JWs.mp4,00:11:45.460,00:11:49.520,Thank you for watching! Have a great day!,HAVE DESC-GREAT DAY!,8,3,0.37499531255859303
dffsnvj482I,data/dffsnvj482I/dffsnvj482I.mp4,00:07:16.920,00:07:18.780,the year.,YEAR.,2,1,0.49997500124993743
49JeXNggYDU,data/49JeXNggYDU/49JeXNggYDU.mp4,00:00:22.420,00:00:26.100,How to make a blanket! That's cool!!!,THAT BE DESC-COLD!!!,7,3,0.4285653062099113
8PBPVKdDuXM,data/8PBPVKdDuXM/8PBPVKdDuXM.mp4,00:00:23.006,00:00:38.000,"Curious, I clicked on the link and it lead me to a website. It was an article from a psychology journal published in January",X-IT BE ARTICLE FROM PHYSICIAN JOURNAL PUBLISH IN JULY,24,9,0.3749984375065104
WJe7ra_GWtI,data/WJe7ra_GWtI/WJe7ra_GWtI.mp4,00:01:25.800,00:01:30.560,The gray turn to white. He was pleased and then,X-HE BE PLEASE AND DESC-N,10,5,0.4999950000499995
