video_id,video_path,start_time,end_time,text_english,gloss_asl
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:00:30.058,00:00:37.030,"And it would feel weird if you are not looking at someone while they are talking UNLESS it is a serious conversation when you try to understand, it is also OK to look at the wall or floor.","AND X-IT WOULD FEEL DESC-RIGGLE IF X-YOU BE DESC-NOT LOOK AT SOMEONE WHILE X-Y BE TALK DESC-UNLESS X-IT BE DESC-SERIOUS CONVERSATION WHEN X-YOU TRY TO UNDERSTAND, X-IT BE DESC-ALSO OK TO LOOK AT WALL OR FLOOR."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:00:37.063,00:00:38.031,"That doesn't work with Deaf. 0:00:38.064,1193:02:47.295 Secondly, Facial expressions are also really common in non-verbal communication, expressing your thoughts and feelings without saying anything.","0:00:38.064,1193:02:47.295 DESC-SECONDLY, DESC-FACIAL EXPRESSION BE DESC-ALSO DESC-REALLY DESC-COMMON IN DESC-NOT DESC-VERBAL COMMUNICATION, DESC-EXPRESS X-YOU THOUGHT AND FEELING WITHOUT SAY ANYTHING."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:00:45.170,00:00:51.008,"It is a very easy way to “talk” to someone. For instance, smiling, is a perfect example of facial expression expressing your feelings and thoughts.","FOR INSTANCE, SHORT, BE DESC-PERFECT EXAMPLE FIXIC EXPRESSION DESC-EXPRESS X-YOU FEELING AND THOUGHT."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:00:51.041,00:01:01.016,"Scrowling is also another example, as if you are frustrated without saying “I am frustrated.”","SCROWL BE DESC-ALSO ANOR EXAMPLE, AS IF X-YOU BE FRUSTRATE WITHOUT SAY, X-I BE FRUSTRATE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:01.082,00:01:10.023,"In Deaf community, we use our eyebrows a lot to communicate, like if we are asking a question,","IN DESC-DEAF COMMUNITY, X-WE USE X-WE EYE LOT TO COMMUNICATE, LIKE IF X-WE BE ASK QUESTION,"
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:10.056,00:01:19.030,we raise our eyebrows in every question so that they know we are asking a question instead of signing a question mark.,X-WE RAISE X-WE EYESTER IN EVERY QUESTION DESC-SO THAT X-Y KNOW X-WE BE ASK QUESTION DESC-INSTEAD SIGN QUESTION MARK.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:19.063,00:01:24.001,"3. Body gesture/language, is used commonly, mainly in Deaf culture and other cultures.","BODY GESTURE LANGUAGE, BE USE DESC-COMMONLY, DESC-MAINLY IN DESC-DEAF CULTURE AND DESC-OR CULTURE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:24.034,00:01:29.005,We use our body to express ourselves without any vocals.,X-WE USE X-WE BODY TO DESC-EXPRESS X-OURSELVES WITHOUT ANY VOCAL.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:29.038,00:01:39.013,"You can feel the love, upset, frustration, happiness, etc. through body gestures.","X-YOU CAN FEEL LOVE, UPSET, FRUSTRATION, HAPPINESS, ETC. THROUGH BODY GESTURE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:39.046,00:01:46.018,"For example, if you and your boyfriend got in an argument and you tried to hug him.","FOR EXAMPLE, IF X-YOU AND X-YOU BUSPER GET IN ARGUMENT AND X-YOU TRY TO BURG X-HE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:46.051,00:01:50.021,He would not lift his arms to hug you back or gave you a quick hug.,X-HE WOULD DESC-NOT LIFT X-HE ARM TO BURG X-YOU DESC-BACK OR GIVE X-YOU DESC-QUICK BURG.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:50.055,00:01:52.023,That showed that he is upset.,THAT SHOW THAT X-HE BE UPSET.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:01:53.024,00:02:00.029,In a article of Gallaudet University Press,IN ARTICLE GALLUDET UNIVERSITY PRESS
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:00.063,00:02:12.005,"that “Simultaneous communication is a method of communicating through the simultaneous use of speech with signs or fingerspelling or both. It is currently sidely used method in Deaf to use facial expressions, as well as body language.”","X-IT BE DESC-CURRENTLY DESC-SIDELY USE METHOD IN DESC-DEAF TO USE FIXE EXPRESSION, AS DESC-WELL AS BODY LANGUAGE. USE SPEECH WITH SIGN OR FINGERPELLING OR BOTH."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:12.039,00:02:16.009,"Without them, we will never understand our own and the others feelings.","WITHOUT X-Y, X-WE WILL DESC-NEVER UNDERSTAND X-WE DESC-OWN AND DESC-OR FEELING."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:16.042,00:02:22.013,"In the firm Kanopy, a short streaming in 2015, it talked about nonverbal and how it impacts us.","IN FIRM KOKY, DESC-SHORT DREAMING IN 2015, X-IT TALK ABOUT DESC-NOT DESC-VERBAL AND HOW X-IT IMPACT X-WE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:22.047,00:02:29.019,"“Looks at the impact of body gestures, the pitch, and tone of our voice as well as first impressions.”","LOOK AT IMPACT BODY GESTURE, PLATTER, AND TONE X-WE VOICE AS DESC-WELL AS DESC-FIRST IMPRESSION."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:29.052,00:02:41.028,"In chapter 6 and in Jarvis’s lectures, nonverbal communication is defined as messages expressed by nonlinguistic means.","IN CHAPTER 6 AND IN JARVUS X-POSS LECTURE, DESC-NOTVERBAL COMMUNICATION BE DEFINE AS MESSAGE DESC-EXPRESS BY DESC-NOTLINGUISTIC MEANS."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:41.062,00:02:55.006,"That means that anything that is NOT language, could be considered nonverbal.","THAT MEAN THAT ANYTHING THAT BE DESC-NOT LANGUAGE, COULD BE CONSIDER DESC-NOT DESC-VERBAL."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:02:55.040,00:03:10.018,"The behaviors included facial expressions, eye contact, gestures, what we wear, how we use physical space.","BEHAVIOR INCLUDE FIXIC EXPRESSION, EYE CONTACT, GESTURE, WHAT X-WE WEAR, HOW X-WE USE DESC-PHYSICAL SPACE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:03:10.052,00:03:32.002,"The characteristics of nonverbal communication is primarily relational, ambiguous, occurs in mediated messages , and can be influenced by culture and gender.","DESC-CHARACTERISTIC DESC-NOTVERNAL COMMUNICATION BE DESC-PRIMARILY DESC-RELATIVE, DESC-AMBIGUOUS, OCCUR IN MEDIATE MESSAGE, AND CAN BE INFLUENCE BY CULTURE AND GENDER."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:03:32.036,00:03:45.013,"Nonverbal can also be touching, paralanguage, disfluencies, proxemics, territoriality, etc.","DESC-NONOVERBAL CAN DESC-ALSO BE TOUCH, PARALLONE, DISFLUENCY, PROXEMICAL, TERRITORIALITY, ETC."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:03:45.046,00:04:00.025,"WRAP UP: eye contact, facial expression, body gestures are the most common methods we use to communicate as nonverbal and are used in many cultures.","EYE CONTACT, FIXANT EXPRESSION, BODY GESTURE BE MOST DESC-COMMON METHOD X-WE USE TO COMMUNICATE AS DESC-NOTENVERAL AND BE USE IN DESC-MANY CULTURE."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:00.058,00:04:03.027,It also is used to express ourselves.,X-IT DESC-ALSO BE USE TO DESC-EXPRESS X-OURSELVES.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:05.029,00:04:20.007,"Question 1: If you speak too fast, vocal rate, what type of nonverbal communication is it?","QUESTION 1: WHER X-YOU SPEAK DESC-TOO DESC-FAST, VOCAL RATE, WHAT TYPE DESC-NOTDIVERAL COMMUNICATION BE X-IT?"
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:20.040,00:04:26.012,Question 2:What other nonverbal communications are pretty commonly utilized?,QUESTION 2:WHAT DESC-OR DESC-NOTVERBAL COMMUNICATION BE DESC-PRETTY DESC-COMMONLY UTILISE?
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:26.045,00:04:35.019,"EXTRA: We, Deaf culture, notice that we communicated better with other countries with our body gestures than with Americans.","X-WE, DESC-DEAF CULTURE, NOTICE THAT X-WE COMMUNICATE DESC-BETTER WITH DESC-OR COUNTRY WITH X-WE BODY GESTURE THAN WITH AMERICA."
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:35.052,00:04:38.021,Americans seemed to struggle with body gestures.,AMERICA SEEM TO STRUGGLE WITH BODY GESTURE.
dMRNqXHpzE8,data/dMRNqXHpzE8/dMRNqXHpzE8.mp4,00:04:38.644,00:04:40.644,Thank you!,THANK X-YOU!
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:09.920,00:00:13.920,Hello my name is Tim Riker and I'm the Chair of,HALF X-MY NAME BE TITLE RIGER AND X-I BE CHAIR
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:13.920,00:00:16.480,the Rhode Island Commission on the Deaf and Hard of Hearing,ROMOSIUM ISLAND COMMISSION ON DESC-DEAF AND DESC-HARD HEARING
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:17.520,00:00:25.920,welcome this year we're very excited about this event it is our remote virtual speaker series,DESC-WELCOME THIS YEAR X-WE BE DESC-VERY DESC-EXCITED ABOUT THIS EVENT X-IT BE X-WE DESC-REMOTE DESC-VIRTUAL SPEAKER SERIES
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:29.840,00:00:35.680,this is it to replace our coffee hour although we will be having a remote coffee hour as well,THIS BE X-IT TO REPLACE X-WE COFFEE HOUR ALTHOUGH X-WE WILL BE HAVE DESC-REMOTE COFFEE HOUR AS DESC-WELL
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:37.040,00:00:44.160,our kickoff begins November 5th and will be concluding November 17th,X-WE KICKOFF BEGIN NOVEMBER DESC-5TH AND WILL BE CONCLUDE NOVEMBER DESC-17TH
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:44.160,00:00:48.800,the commission on the deaf and hard of hearing typically hosts a live coffee hour,COMMISSION ON DESC-DEAF AND DESC-HARD HEAR DESC-TYPICALLY HOST DESC-LIVE COFFEE HOUR
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:49.760,00:00:52.880,and we invite the community to the Rhode Island state house,AND X-WE INVITE COMMUNITY TO RIOTHORN ISLAND STATE HOUSE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:00:53.680,00:01:02.080,for the this event unfortunately this year because of the COVID virus we aren't able to do that,FOR THIS EVENT DESC-UNFORTUNATELY THIS YEAR BECAUSE COVID VIGOR X-WE BE DESC-NOT DESC-ABLE TO DO THAT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:04.640,00:01:11.840,instead we're hosting a remote speaker series that should go on for about two weeks,DESC-INSTEAD X-WE BE HOST DESC-REMOTE SPEAKER SERIES THAT SHOULD GO ON FOR ABOUT TWO WEEK
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:13.760,00:01:17.840,every year we tend to have a theme and this year's theme,EVERY YEAR X-WE TEND TO HAVE ME AND THIS YEAR X-POSS ME
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:17.840,00:01:26.960,is a very important one we're going to address racial equity and justice this is so important,BE DESC-VERY DESC-IMPORTANT ONE X-WE BE GO TO ADDRESS DESC-RACIAL EQUITY AND JUSTICE THIS BE DESC-SO DESC-IMPORTANT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:27.600,00:01:32.240,not only in Rhode Island but for the entire country and in fact for the entire world,DESC-NOT DESC-ONLY IN RIOTIAN ISLAND BUT FOR DESC-ENTIRE COUNTRY AND IN FACT FOR DESC-ENTIRE WORLD
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:35.840,00:01:43.360,in Rhode Island there are government services theoretically they're available to everyone,IN ROMOSIUM ISLAND DESC-RE BE GOVERNMENT SERVICE DESC-ORETICALLY X-Y BE DESC-AVAILABLE TO EVERYONE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:43.360,00:01:49.840,but in fact that's not the case there's a lot of disparity in the services that go,BUT IN FACT THAT BE DESC-NOT CASE DESC-RE BE LOT DISPARITY IN SERVICE THAT GO
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:49.840,00:01:56.560,out to people so deaf people deaf blind people hard of hearing people and late deafened people,OUT TO PEOPLE DESC-SO DESC-DEAF PEOPLE DESC-DEAF DESC-BLIND PEOPLE DESC-HARD HEAR PEOPLE AND DESC-LATE DESC-DEAFEN PEOPLE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:01:57.120,00:02:04.640,need to learn to recognize these disparities and confront them it takes a lot of work to create,NEED TO LEARN TO RECOGNIZE SE DISPARITY AND CONFRONT X-Y X-IT TAKE LOT WORK TO CREATE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:04.640,00:02:12.400,social equity so our speaker series this year will be addressing that,DESC-SOCIAL EQUITY DESC-SO X-WE SPEAKER SERIES THIS YEAR WILL BE ADDRESS THAT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:13.280,00:02:21.840,and you'll have an opportunity to learn how to address racial and social equity issues,AND X-YOU WILL HAVE OPPORTUNITY TO LEARN HOW TO ADDRESS DESC-RACIAL AND DESC-SOCIAL EQUITY ISSUE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:22.560,00:02:26.560,there are a number of people that comprise the commission on the deaf and hard of hearing,DESC-RE BE NUMBER PEOPLE THAT COMPRISE COMMISSION ON DESC-DEAF AND DESC-HARD HEARING
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:27.280,00:02:32.720,and I'll talk about three groups in particular one is our board of commissioners,AND X-I WILL TALK ABOUT THREE GROUP IN DESC-PARTICULAR ONE BE X-WE BOARD COMMISSIONER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:35.200,00:02:37.040,all of whom volunteer their time,ALL WHOM VOLUNTEER X-Y TIME
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:39.120,00:02:41.200,and they are governor appointed,AND X-Y BE GOVERNOR APPOINT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:45.120,00:02:46.640,we have 13 commissioners,X-WE HAVE 13 COMMISSIONER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:48.880,00:02:52.960,and those commissioners are comprised of deaf people who use american sign language,AND THOSE COMMISSIONER BE COMPRISE DESC-DEAF PEOPLE WHO USE AMERICAN SIGN LANGUAGE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:53.520,00:02:57.360,deaf people who do not use sign language hard of hearing people,DESC-DEAF PEOPLE WHO DO DESC-NOT USE SIGN LANGUAGE DESC-HARD HEAR PEOPLE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:02:58.240,00:03:03.520,and others we also have hearing people and we have two government representatives,AND DESC-OR X-WE DESC-ALSO HAVE HEAR PEOPLE AND X-WE HAVE TWO GOVERNMENT REPRESENTATIVE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:03.520,00:03:08.640,one Rhode Island state senator and one member of the house of representatives,ONE ROMOSIUM ISLAND STATE SENATOR AND ONE MEMBER HOUSE REPRESENTATIVE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:14.160,00:03:19.920,what we do as a commission is look at the big picture and think about the needs of the community,WHAT X-WE DO AS COMMISSION BE LOOK AT DESC-BIG PICTURE AND THINK ABOUT NEED COMMUNITY
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:21.600,00:03:23.760,we're very interested in legislation as well,X-WE BE DESC-VERY DESC-INTERESTED IN LEGISLATION AS DESC-WELL
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:25.760,00:03:31.840,the Rhode Island Commission on the Deaf and Hard of Hearing also has a paid working staff,ROBERTY ISLAND COMMISSION ON DESC-DEAF AND DESC-HARD HEARING DESC-ALSO HAVE PAY WORK STAFF
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:34.160,00:03:37.440,these are permanent employment jobs permanent jobs,SE BE DESC-PERMANENT EMPLOYMENT JOB DESC-PERMANENT JOB
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:39.680,00:03:45.200,and they take care of the everyday management of the commission if the,AND X-Y TAKE CARE DESC-EVERYDAY MANAGEMENT COMMISSION IF
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:45.200,00:03:52.000,commissioners require an action or a workshop for example the staff will organize that,COMMISSIONER REQUIRE ACTION OR WORKSHOP FOR EXAMPLE STAFF WILL ORGANISE THAT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:03:53.920,00:04:00.240,they also have grants and those take care of temporary assignments,X-Y DESC-ALSO HAVE GRANT AND THOSE TAKE CARE DESC-TEMPORARY ASSIGNMENT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:00.880,00:04:08.400,and contracts we have one right now called the Healthcare Systems Transformation Project,AND CONTRACT X-WE HAVE ONE DESC-RIGHT DESC-NOW CALL HEALTHCARE SYSTEM TRANSFORMATION PROJECT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:12.960,00:04:18.480,so the board of commissioners include myself Tim Riker,DESC-SO BOARD COMMISSIONER INCLUDE X-MYSELF TITLE RARKER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:22.800,00:04:33.120,and what I do is chair the board we also have a Vice Chair and that's Caroline Obrecht,AND WHAT X-I DO BE CHAIR BOARD X-WE DESC-ALSO HAVE VICE CHAIR AND THAT X-POSS CAROLINE OBERGHEN
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:38.720,00:04:41.840,so she serves as my Vice Chair and here's a picture of Caroline,DESC-SO X-SHE SERVE AS X-MY VICE CHAIR AND DESC-HERE X-POSS PICTURE CHARINE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:45.040,00:04:47.680,next we have Betsy Beach,NEXT X-WE HAVE BETSY SPANE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:50.640,00:04:55.840,Betsy is our Secretary,STEY BE X-WE SECRETARY
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:04:59.200,00:05:09.840,we also have Brett Hayes and Brett is our treasurer,X-WE DESC-ALSO HAVE BRETT HASHE AND BRETT BE X-WE TREASURER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:13.840,00:05:16.640,we have Kimberly Marthers,X-WE HAVE DESC-KOMBERLY MARSHER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:21.360,00:05:23.840,Kim is one of our commissioners,KUMBA BE ONE X-WE COMMISSIONER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:29.920,00:05:33.040,we have Christina Nelson,X-WE HAVE CHRISTINA NELSON
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:36.720,00:05:37.840,also a commissioner,DESC-ALSO COMMISSIONER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:44.960,00:05:46.960,we have Bunmi Osho,X-WE HAVE BUNDUS OSOLO
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:50.320,00:05:51.840,another commissioner,ANOR COMMISSIONER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:05:57.440,00:05:59.280,we do have some vacancies as well,X-WE DO HAVE SOME FACILITARY AS DESC-WELL
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:01.760,00:06:06.800,we've submitted a couple of recommendations to the government governor and we're waiting for her to,X-WE HAVE SUBMIT COUPLE RECOMMENDATION TO GOVERNMENT GOVERNOR AND X-WE BE WAIT FOR X-SHE TO
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:06.800,00:06:13.760,appoint those people we're looking for someone who is deaf and uses American Sign Language,APPOINT THOSE PEOPLE X-WE BE LOOK FOR SOMEONE WHO BE DESC-DEAF AND USE AMERICA SIGN LANGUAGE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:14.320,00:06:22.080,we encourage anyone to apply for that vacancy now I'd like to introduce our staff,X-WE ENCOURAGE ANYONE TO APPLY FOR THAT VOIDHOOD DESC-NOW X-I WOULD LIKE TO INTRODUCE X-WE STAFF
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:26.240,00:06:30.000,Earnest Covington III is the Executive,EARNEST COVANDON III BE EXECUTIVE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:30.000,00:06:38.480,Director he takes care of the everyday operation of his team,DIRECTOR X-HE TAKE CARE DESC-EVERYDAY OPERATION X-HE TEAM
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:39.200,00:06:42.720,his staff at the commission for the deaf and hard of hearing,X-HE STAFF AT COMMISSION FOR DESC-DEAF AND DESC-HARD HEARING
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:46.560,00:06:47.840,we have Pamela Zellner,X-WE HAVE PAMALA ZELLNER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:50.880,00:06:52.560,Pam is the Program Manager,PAM BE PROGRAM MANAGER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:06:59.520,00:07:01.840,we have Michael Baer,X-WE HAVE MICHAEL BEAR
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:05.840,00:07:15.840,Michael is the Director of the Emergency Public Communication Access Program,MICHAEL BE DIRECTOR EMERGENCY PUBLIC COMMUNICATION ACCESS PROGRAM
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:20.080,00:07:21.600,we have Holly St Pierre,X-WE HAVE HOLLY ST PIERRE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:24.480,00:07:30.240,and Holly is the interpreter and cart referral specialist,AND HOLLY BE INTERPRETER AND CART REFERRAL SPECIALIST
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:37.040,00:07:39.360,next we have Bethany Lenk,NEXT X-WE HAVE BETHANY LENNK
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:43.680,00:07:46.320,Bethany is a member of our support staff,BETHANY BE MEMBER X-WE SUPPORT STAFF
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:51.360,00:07:54.880,and now I'd like to talk about one of our special contracts,AND DESC-NOW X-I WOULD LIKE TO TALK ABOUT ONE X-WE DESC-SPECIAL CONTRACT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:07:55.600,00:07:59.040,and that's the Healthcare System Transformation Project,AND THAT BE HEALTHCARE SYSTEM TRANSFORMATION PROJECT
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:05.040,00:08:11.840,the coordinator of that program is Christine West,COORDINATOR THAT PROGRAM BE CHRISTINE WEST
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:14.720,00:08:16.720,she's considered the Project Manager,X-SHE BE CONSIDER PROJECT MANAGER
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:22.320,00:08:25.840,we also have Thomas Darden,X-WE DESC-ALSO HAVE THOMAS DARKEN
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:28.160,00:08:39.840,Thomas is responsible for the budget and operations and coordination,THOMAS BE DESC-RESPONSIBLE FOR BUDGET AND OPERATION AND COORDINATION
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:40.400,00:08:42.480,then we have Alex Laferriere,DESC-N X-WE HAVE ALEX LAFERRIERE
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:44.800,00:08:57.200,Alex is responsible for outreach and we have Lindsey Conway,ALEX BE DESC-RESPONSIBLE FOR OUTREACH AND X-WE HAVE LLINSEY CONWAY
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:08:59.520,00:09:07.840,Lindsay takes care of communication and outreach as well,LINDSAY TAKE CARE COMMUNICATION AND OUTREACH AS DESC-WELL
ftvfvLHyFJ4,data/ftvfvLHyFJ4/ftvfvLHyFJ4.mp4,00:09:12.560,00:09:16.880,so I've now introduced you to everyone who works for the Commission on the Deaf and Hard of Hearing,DESC-SO X-I HAVE DESC-NOW INTRODUCE X-YOU TO EVERYONE WHO WORK FOR COMMISSION ON DESC-DEAF AND DESC-HARD HEARING
